classnumber,termnumber,termname,termstatus,termcategory,termsource,effectivedate,refst13applicationnumber
9,0,"apparatus for recording, transmission or reproduction of data, sound or images and data processing equipment and computers, namely, radios, video screens, tape players, namely, video tape players, audio tape players, loudspeakers, amplifiers, namely, audio amplifiers, power amplifiers, signal amplifiers, sound amplifiers, stereo amplifiers, car telephone installations, namely, mobile car phones, cell phone antennas, hand free kits for motor vehicles, in-car telephone handset cradles, compact disc players, telematics terminals, namely, computers and monitors, distress signal terminals namely, marking and signalling buoys, navigation and radar terminals, namely, navigation apparatus for vehicles in the form of on-board computers, directional compasses, maritime patrol radar, radars, radar detectors, radar receivers with amplifiers, traffic control systems, namely, air traffic control radio equipment",public,goods,CIPO_manual,-,300000171617300
9,0,"airplane control panels, on-board electronic traffic control systems for monitoring vehicle traffic, locating device, namely, gps receivers, transmitters and satellites, toll terminals for electronic toll detection in traffic, black box data recorders for motor vehicles, auto-computers and on-board computers, calculators and pocket calculators",public,goods,CIPO_manual,-,300000171617300
9,0,computer software for use in controlling powertrain functions in vehicles,public,goods,CIPO_manual,-,300000171617300
9,0,"recorded and non-recorded data carriers and recording media of all kinds, namely, magnetic data carriers, namely, compact discs, namely, blank compact discs, blank audio compact discs, compact discs containing music, tape cassettes, namely, video tape cassettes, audio tape cassettes",public,goods,CIPO_manual,-,300000171617300
9,0,"storage boxes, namely, disk storage boxes for recording media, namely, cd's and dvd's",public,goods,CIPO_manual,-,300000171617300
9,0,"data processing equipment, namely, computers",public,goods,CIPO_manual,-,300000171617300
9,0,"highway emergency warning equipment, namely, highway safety cones, emergency warning lights, led emergency underwater lights for marine rescue",public,goods,CIPO_manual,-,300000171617300
9,0,"interference suppressors, namely, signal interference suppressors, namely, filters for radio interference suppression, aerials and antennas namely, car aerials and antennas, radio and television aerials and antennas, satellite aerials, cellphone antennas",public,goods,CIPO_manual,-,300000171617300
9,0,"gauges, namely, water gauges, fluid level gauges for vehicles and industrial machinery, instruments and equipment to measure motor fuel, oil pressure, tire pressure, compressed air volume in tires, motor vehicle engine temperatures, automotive amperage, speed and engine cylinders",public,goods,CIPO_manual,-,300000171617300
9,0,"mileage recorders for vehicles, odometers, tachometers",public,goods,CIPO_manual,-,300000171617300
9,0,"voltage regulators, voltmeters",public,goods,CIPO_manual,-,300000171617300
9,0,"time recorders, namely, time and date stamping machines, time clocks, timing sensors, rudder indicators, boat control panels",public,goods,CIPO_manual,-,300000171617300
9,0,"motor vehicle control panels, vehicle fluid dipsticks, thermostats, signal lamps",public,goods,CIPO_manual,-,300000171617300
9,0,"dynamometers, brake tester systems for vehicles, electrical and mechanical analysis instruments and apparatus for control and testing vehicle engines and motors and industrial machine engines and motors, drive units and construction machines, namely, tachometers",public,goods,CIPO_manual,-,300000171617300
9,0,in-vehicle computers to assist with parking,public,goods,CIPO_manual,-,300000171617300
9,0,warning reflector lights,public,goods,CIPO_manual,-,300000171617300
9,0,"fire extinguisher, fire extinguishing apparatus for vehicles",public,goods,CIPO_manual,-,300000171617300
9,0,electronic voltage monitors and regulators for engines and motors,public,goods,CIPO_manual,-,300000171617300
9,0,thermometers,public,goods,CIPO_manual,-,300000171617300
9,0,"directional compasses, magnetic compasses",public,goods,CIPO_manual,-,300000171617300
9,0,"optical apparatus and instruments, namely, binoculars, magnifying glasses, spectacles, sun glasses and goggles, namely, safety goggles, sports goggles, dust protective goggles, sun-proof optical lenses",public,goods,CIPO_manual,-,300000171617300
9,0,ophthalmic frames,public,goods,CIPO_manual,-,300000171617300
9,0,"clothing for protection against accidents, namely, footwear, namely, boots and shoes, chemical exposure protective clothing, fire protecting clothing, motorcyclist protective clothing, radiation protective clothing, workmen's protective face-shields, dust protective masks",public,goods,CIPO_manual,-,300000171617300
9,0,"spark eliminators, namely, electrical connectors",public,goods,CIPO_manual,-,300000171617300
9,0,"hydraulic steering systems for vehicles and industrial machines, as well as component parts of these items",public,goods,CIPO_manual,-,300000171617300
9,0,"diesel oil emission testers, vehicle emission testers",public,goods,CIPO_manual,-,300000171617300
9,0,"electric control panels, electronic control systems for automobile brakes",public,goods,CIPO_manual,-,300000171617300
9,0,"parking assistance systems, namely, computer software to provide driver vehicle parking assistance",public,goods,CIPO_manual,-,300000171617300
9,0,"warning triangles, jumper cables, starter cables for motors, emergency warning lights",public,goods,CIPO_manual,-,300000171617300
9,0,mounting racks for mobile telephones and motion sensors,public,goods,CIPO_manual,-,300000171617300
41,0,"education and training services in the field of vehicle driving training and handling, construction vehicle driving training and handling",public,services,CIPO_manual,-,300000171617300
41,0,education and training services in the field of driver training and handling of construction machines,public,services,CIPO_manual,-,300000171617300
41,0,"organizing exhibitions in the field of car shows, travel, tourism, live musical and theatrical performances",public,services,CIPO_manual,-,300000171617300
41,0,"entertainment in the form of live musical concerts, booking of entertainment halls, entertainment in the form of live comedy shows, air shows, car shows",public,services,CIPO_manual,-,300000171617300
41,0,"arranging competitions for live musical and theatrical performances, organization of sports events in the field of football, soccer, basketball, tennis, motor vehicle racing",public,services,CIPO_manual,-,300000171617300
41,0,camp services for sport activities,public,services,CIPO_manual,-,300000171617300
12,0,"vehicles, namely, cars, vans, sport-utility vehicles (including golf carts), buses, trucks, all terrain vehicles, dump trucks, and parts, including components, and accessories to these items, namely, vehicle chassis, vehicle bodies, brake pads, brake discs, brake cylinders, brake drums, brake levers, brake linings, brake shoes, brake calipers, draw bars, bumper bars, clutches, engines, electric engines, motors, electric motors, air and hydraulic turbines for land vehicles, starter motors, combustion engines, car starters, hydraulic cylinders, namely, hydraulic brake cylinders and motors, power transmissions, motor vehicle gearboxes and vehicle transmissions, transmission shafts, differential gears, drive gears, drive shafts, gear change selectors, axles, crank shafts, cam shafts, shaft couplings, industrial machine couplings and transmissions components namely, hydraulic circuits for vehicles, manual and power steering wheels for vehicles and vessels, manual and power steering gears for vehicles, ships' steering gears, sun blinds for vehicles, roof sun visors, anti-theft devices and alarms namely, anti-theft warning apparatus for vehicles, anti-theft alarms for vehicles, trailer hitches, power take-offs namely, mechanical gearboxes that attach to apertures provided on truck transmissions and are used to transfer the power of the vehicle engine to auxiliary components, vehicle suspension springs and shock absorbing springs for vehicles, axle bearings for vehicles, axle bearings for motor vehicles",public,goods,CIPO_manual,-,300000171617300
12,0,"wheels for motor vehicles, wheel bearings for motor vehicles, vehicle wheel trims, balance weights for vehicle wheels, vehicle engine mountings, vessel and vehicle fuel tanks, vehicle engine noise shields, protective car seat covers, covers for vehicle steering wheels, fitted covers for boats, spare tire covers, vehicle covers, radiators grills for motor vehicles, front grills for vehicles, fluid reservoirs for vehicles to hold anti-freeze, windshield washer fluid, plastic and metal vehicle wind and rain deflectors, roof hatches, upholstery for vehicles, handles of metal and plastic for vehicle doors, hoods for vehicle engines, vehicle horns, hubs, namely, hub caps, hydraulic circuits, tyres, non-skid devices for tyres namely, chains, mud flaps, vehicle brakes, servo brakes and compressed-air brakes, antilock brakes for motor vehicles, brake pads for vehicles and brake lining for vehicles, vehicle bumpers, mudguards and fenders for vehicles, vehicle cabs, vehicle cab tilt mechanisms, reversing alarms, mechanical controls, namely, cruise controls for motor vehicles, head rests for vehicle seats, vehicle arm rests, vehicle doors, vehicle seats, vehicle safety-seats, personal safety restraint seats namely, child safety seats",public,goods,CIPO_manual,-,300000171617300
12,0,"tables for vehicle seats, fitted vehicle seat covers, fitted head-rest covers for vehicle seats, seat belts, devices for collision protection, namely, internal and external airbags, anti-lock brakes, collision warning apparatus for motor vehicles, collision alert apparatus for motor vehicles, forward warning systems for vehicles that senses vehicle movement and actuates a visual or audio warning, back up/reverse warning systems for vehicles that senses movement or obstacles and actuates a visual or audio warning, stability control systems for vehicles, seats, namely, energy-absorbing vehicle seats, safety belts, seatbelts, and pretensioners, vehicle detection apparatus for motor vehicles that actuate a visual or audio warning",public,goods,CIPO_manual,-,300000171617300
12,0,"lane departure apparatus for motor vehicles that actuate a visual or audio warning, sliding roofs for vehicles, sun roofs for vehicles, vehicle steering columns, steering wheels, steering linkages, roof stabilizing bars for vehicles, vehicle suspension spindles and springs, suspension lowering systems for motor vehicles, torsion bars for vehicles, tow bars, windows for vehicles, window winding mechanisms for vehicles, electric windows for vehicles, windscreens/windshields (also of safety glass), windscreen/windshield and headlight wipers, heating apparatus for defrosting vehicle windscreens, windshield wiper blades, vehicle window blinds, side view mirrors for motor vehicles, rear view mirrors, tank caps, cover caps for extra headlights, luggage restraints for vehicles, luggage nets for vehicles, luggage carriers for vehicles, spare tire carriers for vehicles, bicycle carriers, surfboard carriers for vehicles, boat trailers, mud-guards, snow chains, pet screens for vehicles, screens to protect the vehicle from stones from the road, roof racks and ski racks, storage boxes for vehicles, interior trim for vehicles, spoilers for vehicles, vehicle skirts, vehicle air bags, vehicle rear view mirror holders, sun shades for vehicle windows",public,goods,CIPO_manual,-,300000171617300
12,0,"restraining systems for installation in motor vehicles, namely, seat belt tensioners for vehicles and machines, airbags",public,goods,CIPO_manual,-,300000171617300
12,0,"tires, pneumatic tires",public,goods,CIPO_manual,-,300000171617300
12,0,"baby carriages, wheeled chairs for invalids",public,goods,CIPO_manual,-,300000171617300
12,0,"rudders, propellers, trimming vanes, steering wheels and steering wheel fittings for boats as well as component parts of these items",public,goods,CIPO_manual,-,300000171617300
12,0,"cars, trucks, vans, buses, airplanes, boats, ships",public,goods,CIPO_manual,-,300000171617300
12,0,anti-theft devices for automobiles,public,goods,CIPO_manual,-,300000171617300
12,0,"automatic alarm units, namely, automatic anti-theft alarms for vehicles, automatic vehicle alarms, reversing alarms for vehicles, anti-theft warning apparatus for vehicles, anti-theft alarms for vehicles, anti-theft locks for use on automotive wheels, electrical anti-theft installations for vehicles, including vehicle immobilizing units",public,goods,CIPO_manual,-,300000171617300
12,0,lenses for vehicle head lights,public,goods,CIPO_manual,-,300000171617300
12,0,"storage divider screens, namely, vehicle partition screens",public,goods,CIPO_manual,-,300000171617300
16,0,"paper, cardboard, namely, paper cubes and paper notes",public,goods,CIPO_manual,-,300000171617300
16,0,"printed matter, namely, books, instruction books, computer and computer software manuals, periodicals, magazines, newspapers, calendars, posters, stickers, banners and pennants of paper, country and road maps, maintenance manuals, advertising materials, namely, billboards, pamphlets, magazines, printed publications in the field of automotive subjects",public,goods,CIPO_manual,-,300000171617300
16,0,"artists' materials, namely, artists' brushes, paints, canvas, paint brushes",public,goods,CIPO_manual,-,300000171617300
16,0,"stationery, namely, pens and pencils",public,goods,CIPO_manual,-,300000171617300
16,0,"typewriters and office requisites (except furniture), namely, pen stands, letter holders, metal, wood and plastic storage boxes for recording media and paper knives",public,goods,CIPO_manual,-,300000171617300
16,0,"instructional and teaching materials, namely, books, pamphlets, manuals",public,goods,CIPO_manual,-,300000171617300
16,0,"plastic materials for packaging, namely, plastic shopping bags",public,goods,CIPO_manual,-,300000171617300
28,0,"coin-operated video gaming machines, networked or unnetworked",public,goods,CIPO_manual,-,300000171619200
28,0,video games adapted for use with external screens or monitors only,public,goods,CIPO_manual,-,300000171619200
28,0,"casino fittings, namely roulette tables, roulette wheels",public,goods,CIPO_manual,-,300000171619200
28,0,"electronic or electrotechnical gaming machines, games machines and slot machines, networked or unnetworked, operated by coins, tokens, banknotes, tickets or by means of electronic, magnetic or biometric storage media, in particular for commercial use in casinos and amusement arcades, with or without a prize payout",public,goods,CIPO_manual,-,300000171619200
28,0,"housings adapted for gaming machines and automatic gaming machines, networked or unnetworked, operated by means of coins, tokens, tickets or by means of electronic, magnetic or biometric storage media, in particular for commercial use in casinos and gaming arcades, with or without a prize payout",public,goods,CIPO_manual,-,300000171619200
28,0,"machines, networked or unnetworked, for selecting winners in prize games and lotteries, draws or raffles",public,goods,CIPO_manual,-,300000171619200
28,0,"housings of metal, plastic or wood for coin-operated automatic gaming machines",public,goods,CIPO_manual,-,300000171619200
28,0,"gaming tables, in particular for table football, billiards, shuffleboard",public,goods,CIPO_manual,-,300000171619200
28,0,quoits (playthings) and darts,public,goods,CIPO_manual,-,300000171619200
28,0,"electric, electronic or electromechanical machines for bingo games, lotteries and video lottery games and for betting offices, networked or unnetworked",public,goods,CIPO_manual,-,300000171619200
28,0,lcd games consoles,public,goods,CIPO_manual,-,300000171619200
28,0,coin and bill mechanisms for gaming machines,public,goods,CIPO_manual,-,300000171619200
9,0,"calculators, including calculators in coin-operated machines, namely calculators in coin-operated amusement electronic games, and parts for the aforesaid goods",public,goods,CIPO_manual,-,300000171619200
9,0,musical jukeboxes,public,goods,CIPO_manual,-,300000171619200
9,0,"automatic cash dispensers, automatic money counting and money changing machines",public,goods,CIPO_manual,-,300000171619200
9,0,computer games provided through a global computer network or supplied by means of multi-media electronic broadcast or through telecommunications or electronic transmission or via the internet,public,goods,CIPO_manual,-,300000171619200
9,0,"coin-operated amusement electronic games, free-standing arcade electronic games and video games",public,goods,CIPO_manual,-,300000171619200
9,0,automatic lottery machines,public,goods,CIPO_manual,-,300000171619200
9,0,online computer games,public,goods,CIPO_manual,-,300000171619200
9,0,"online games software accessed via web browser, gaming console (portable or not), cellular phone or other video game supporting wireless device for playing video games",public,goods,CIPO_manual,-,300000171619200
9,0,"computer hardware and software for casino and amusement arcade games, for gaming machines, slot machines, video lottery gaming machines, and games of chance via the internet for playing the games",public,goods,CIPO_manual,-,300000171619200
9,0,coin and banknote proofing machines and machines for verifying data of identification cards and credit cards,public,goods,CIPO_manual,-,300000171619200
9,0,electric wiring harnesses,public,goods,CIPO_manual,-,300000171619200
9,0,"circuit boards, printed board assemblies",public,goods,CIPO_manual,-,300000171619200
29,0,"fish and fish products, namely, canned fish, fish pate and fish paste",public,goods,CIPO_manual,-,300000171619700
29,0,"fish, namely, canned fish, fish pate and fish paste, not live",public,goods,CIPO_manual,-,300000171619900
3,0,"non medicated toilet preparations, namely, skin cleansing creams, skin cleansing lotions, body moisturising lotions, facial moisturisers, cleansing milks, wipes impregnated with facial cleansing lotion or moisturising lotion, bath foam, bath salts, perfumed bath oils, body oil for moisturising, skin exfoliating creams, facial moisturising masks, facial cleansing masks",public,goods,CIPO_manual,-,300000171620300
3,0,perfumes and eau de toilettes,public,goods,CIPO_manual,-,300000171620300
3,0,"soaps, namely bath soaps and hand soaps",public,goods,CIPO_manual,-,300000171620300
3,0,"conditioning and hair styling products, namely, styling mousse, styling cream, curling cream and sprays, straightening cream and sprays, hair spray, conditioner for hair, hair wax",public,goods,CIPO_manual,-,300000171620300
3,0,eau de cologne and toilet water,public,goods,CIPO_manual,-,300000171620300
3,0,"essential oils, namely, essential oils for perfumery and aromatherapy",public,goods,CIPO_manual,-,300000171620300
14,0,trophies,public,goods,CIPO_manual,-,300000171620300
14,0,commemorative shields,public,goods,CIPO_manual,-,300000171620300
14,0,rings,public,goods,CIPO_manual,-,300000171620300
14,0,gem brooches,public,goods,CIPO_manual,-,300000171620300
14,0,jewellery pins for use on bonnets and hats,public,goods,CIPO_manual,-,300000171620300
14,0,shoe ornament of precious metal,public,goods,CIPO_manual,-,300000171620300
25,0,"clothing, namely shirts and pants",public,goods,CIPO_manual,-,300000171620300
25,0,"children's wear, namely shirts, pants, overalls, shorts, skirts, and pajamas",public,goods,CIPO_manual,-,300000171620300
25,0,"liveries, clothing, namely jackets",public,goods,CIPO_manual,-,300000171620300
25,0,"formal wear, namely tuxedos, gowns, suits, and cummerbunds",public,goods,CIPO_manual,-,300000171620300
25,0,vests and waistcoats,public,goods,CIPO_manual,-,300000171620300
25,0,open necked shirts,public,goods,CIPO_manual,-,300000171620300
25,0,collars for clothing,public,goods,CIPO_manual,-,300000171620300
25,0,nightdress,public,goods,CIPO_manual,-,300000171620300
25,0,"underclothing, namely corsets",public,goods,CIPO_manual,-,300000171620300
25,0,"undergarments, namely slips",public,goods,CIPO_manual,-,300000171620300
25,0,"panties, shorts and briefs",public,goods,CIPO_manual,-,300000171620300
25,0,"clothing, namely aprons",public,goods,CIPO_manual,-,300000171620300
25,0,collar protectors for clothing,public,goods,CIPO_manual,-,300000171620300
25,0,puttees and gaiters,public,goods,CIPO_manual,-,300000171620300
25,0,"clothing, namely gloves and mittens",public,goods,CIPO_manual,-,300000171620300
25,0,bandanas and neckerchiefs,public,goods,CIPO_manual,-,300000171620300
25,0,mufflers,public,goods,CIPO_manual,-,300000171620300
25,0,"clothing, namely ear muffs",public,goods,CIPO_manual,-,300000171620300
25,0,"clothing, namely hoods",public,goods,CIPO_manual,-,300000171620300
25,0,"headgear for wear, namely hats, caps and knitted caps",public,goods,CIPO_manual,-,300000171620300
25,0,braces in the nature of suspenders,public,goods,CIPO_manual,-,300000171620300
25,0,"clothing, namely belts",public,goods,CIPO_manual,-,300000171620300
25,0,inner soles for shoes and boots,public,goods,CIPO_manual,-,300000171620300
25,0,"clothes for sports, namely over uniforms, sweat suits, track suits, tennis wear, golf shirts, and sports jersey",public,goods,CIPO_manual,-,300000171620300
25,0,"boots for sports, namely ski boots, soccer boots, baseball boots and hiking boots",public,goods,CIPO_manual,-,300000171620300
24,0,"textiles and textile goods, namely, textile fabrics, textiles for furniture, textiles for curtains, textiles for clothing",public,goods,CIPO_manual,-,300000171620300
24,0,textile fabrics being piece goods for clothing,public,goods,CIPO_manual,-,300000171620300
24,0,coated textile fabrics,public,goods,CIPO_manual,-,300000171620300
24,0,linings (textile),public,goods,CIPO_manual,-,300000171620300
24,0,"bed linen, bed covers, duvet covers, sheets, pillowcases",public,goods,CIPO_manual,-,300000171620300
24,0,"covers for furniture, chair covers, towels, face cloths, handkerchiefs, textile place mats, rugs (travelling-)(lap-robes), tablecloths, napkins",public,goods,CIPO_manual,-,300000171620300
9,0,contact lenses: goggles for sports,public,goods,CIPO_manual,-,300000171620300
9,0,spectacle glasses,public,goods,CIPO_manual,-,300000171620300
18,0,traveling trunks,public,goods,CIPO_manual,-,300000171620300
18,0,schoolchildren's knapsacks,public,goods,CIPO_manual,-,300000171620300
18,0,"pouches, namely leather, felt pouches, and drawstring pouches",public,goods,CIPO_manual,-,300000171620300
18,0,"leather, canvas and textile shopping bags",public,goods,CIPO_manual,-,300000171620300
18,0,leather bags for merchandise packaging,public,goods,CIPO_manual,-,300000171620300
18,0,"vanity cases, not fitted and sold empty",public,goods,CIPO_manual,-,300000171620300
18,0,folding umbrellas,public,goods,CIPO_manual,-,300000171620300
18,0,walking sticks and canes,public,goods,CIPO_manual,-,300000171620300
41,0,educational services for learners and educators of african descent in the field of africentrism,public,services,CIPO_manual,-,300000171620900
41,0,educational research services in the field of africentrism,public,services,CIPO_manual,-,300000171620900
41,0,public policy research services in the field of africentric education,public,services,CIPO_manual,-,300000171620900
41,0,creating culture-specific africentric materials for early childhood and youth curricula,public,services,CIPO_manual,-,300000171620900
41,0,providing skills development and continuing education opportunities to educators of african descent,public,services,CIPO_manual,-,300000171620900
41,0,"workshops and conferences for african nova scotian learners, parents, and educators in the field of africentrism",public,services,CIPO_manual,-,300000171620900
41,0,community-focused advocacy and consultation in the field of africentric education,public,services,CIPO_manual,-,300000171620900
41,0,"promoting awareness of, and responding to, issues relevant to african nova scotian learners and educators",public,services,CIPO_manual,-,300000171620900
28,0,"snowglobes, christmas stockings",public,goods,CIPO_manual,-,300000171621300
16,0,"commemorative tickets, scrapbook kits, posters",public,goods,CIPO_manual,-,300000171621300
28,0,"seasonal and household ornaments, namely holiday ornaments",public,goods,CIPO_manual,-,300000171621300
21,0,tumblers,public,goods,CIPO_manual,-,300000171621300
25,0,"t-shirts, caps, hats, pajamas",public,goods,CIPO_manual,-,300000171621300
14,0,"jewellery pins, keychains",public,goods,CIPO_manual,-,300000171621300
6,0,"metal ornamental bells, metal bookmarks",public,goods,CIPO_manual,-,300000171621300
36,0,"monetary affairs, namely monetary exchange services, foreign currency trading, currency exchange, currency transfer services, money transfer services",public,services,CIPO_manual,-,300000171621600
36,0,"financial services, namely foreign currency trading, exchange and transfers",public,services,CIPO_manual,-,300000171621600
36,0,electronic money transfers,public,services,CIPO_manual,-,300000171621600
36,0,"financial transactions, namely currency conversion, trading, exchange and transfers by means of telephone, telegraph, cable and satellite transmission, and via intranets and the internet",public,services,CIPO_manual,-,300000171621600
36,0,"the provision of information, advice and consultancy in the field of monetary affairs, namely monetary exchange, foreign currency trading, currency exchange, currency transfer services, money transfer services, financial services, namely foreign currency trading, exchange and transfers, electronic money transfers, financial transactions, namely currency conversion, trading, exchange and transfers by means of telephone, telegraph, cable and satellite transmission, and via intranets and the internet",public,services,CIPO_manual,-,300000171621600
25,0,"clothing namely, t-shirts, shirts, sweaters, hats, pants, jerseys, shorts, jackets, socks, boxers, and belt buckles",public,goods,CIPO_manual,-,300000171624700
41,0,"entertainment services namely, conducting events and parties, and entertainment shows for children and adults in the field of dance festivals, hockey and basketball competitions, and musical concerts",public,services,CIPO_manual,-,300000171624700
41,0,"organizing and conducting conferences, workshops and seminars in the fields of social innovation, sponsorship, marketing and brand management",public,services,CIPO_manual,-,300000171624800
41,0,"education services, namely, education in the fields of social innovation, sponsorship, marketing and brand management",public,services,CIPO_manual,-,300000171624800
35,0,"providing a centralized marketplace and forum for corporations, non-profit organizations and social enterprises to search for and form partnerships and alliances for social innovation ventures",public,goods,CIPO_manual,-,300000171624800
35,0,"consulting services, namely, advising corporations, non-profit organizations and social enterprises on social innovation, partnerships and alliances for social innovation ventures, business marketing and business development",public,goods,CIPO_manual,-,300000171624800
35,0,branding consultancy services,public,goods,CIPO_manual,-,300000171624800
35,0,"the analysis, evaluation, creation and brand establishment of trade-marks, trade names, logos, corporate identities and domain names",public,goods,CIPO_manual,-,300000171624800
35,0,"business management services in the field of brand names, namely, brand positioning, brand testing, brand strategy, public relations services, and consultation services related thereto",public,goods,CIPO_manual,-,300000171624800
35,0,business strategic planning in the field of brands,public,goods,CIPO_manual,-,300000171624800
35,0,"marketing services, namely market analysis and sponsorship marketing through the promotional sponsorship of events, activities, persons or organizations",public,goods,CIPO_manual,-,300000171624800
35,0,publicity services,public,goods,CIPO_manual,-,300000171624800
35,0,"consulting services, namely, consulting in the field of sponsorship through the provision of strategic planning, development of audits and reviews, feasibility studies and sponsorship proposal development and mentoring",public,goods,CIPO_manual,-,300000171624800
35,0,"business consulting services in the fields of staffing, recruiting, sourcing, hiring, and job placement, namely, human resource management consulting and hiring process consulting",public,goods,CIPO_manual,-,300000171624800
35,0,"business information services in the field of staffing, recruiting, sourcing, hiring, and job placement",public,goods,CIPO_manual,-,300000171624800
35,0,"job placement services for mentally handicapped people, physically handicapped people, disabled people, elderly people, homeless people, disadvantaged people and people with criminal records",public,goods,CIPO_manual,-,300000171624800
30,0,"a food ""namely of an emulsion, namely sandwich spread and dressing"" the sandwich spread and dressing consisting of oil, water and a stabilizer, wherein said stabilizer is selected from a single-cell microorganism selected from yeast, the genus of lactic bacteria and combinations thereof the sandwich spread and dressing also comprising of a biopolymer, protein, polysaccharide or a combination thereof, with or without surfactant, surface active material or a combination thereof sandwich spread and dressing further comprising at least one agent selected from the group consisting of a flavouring agent, colouring agent, an acidulant, a salt, an antioxidant, a preservative, an emulsifier, a vitamin, a mineral, a fragrant agent, and combinations thereof",public,goods,CIPO_manual,-,300000171625100
2,0,"anti-corrosive high build, single component coating for application to metal and plastic vehicle parts",public,goods,CIPO_manual,-,300000171628200
42,0,design and development of decision support software applications,public,services,CIPO_manual,-,300000171630400
42,0,design and development of decision support software applications,public,services,CIPO_manual,-,300000171630900
42,0,"development of machines or apparatus for the plastics industry and for process engineering, in particular machines and apparatus for treatment and processing of plastics, and laboratory and pilot installations for plastics treatment and processing",public,services,CIPO_manual,-,300000171631700
42,0,"development of rolling mills, in particular testing rolling mills, measuring rolling mills, or rubber rolling mills",public,services,CIPO_manual,-,300000171631700
42,0,"development of calenders, in particular sheeting calenders, dual-roller calenders, laminating calenders, moulding calenders for trays or polishing calenders",public,services,CIPO_manual,-,300000171631700
42,0,"development of presses, in particular plate presses, test presses, vacuum presses or high-temperature presses",public,services,CIPO_manual,-,300000171631700
42,0,"development of kneaders, extruders and extrusion installations, in particular two-roll kneading machines, twin-screw extruders, test extruders, measuring extruders, rubber extruders, pelletisers, in particular strand pelletisers and die-face pelletisers, pipe extrusion installations, co-extrusion installations, cast-film installations, extrusion coating installations or blown film installations",public,services,CIPO_manual,-,300000171631700
42,0,"development of testing installations, in particular installations for testing the purity of polymer melt, rheometers and installations for the optical testing of plastic products, in particular plastic foils",public,services,CIPO_manual,-,300000171631700
42,0,development of machines for production of extrudates for medical purposes,public,services,CIPO_manual,-,300000171631700
42,0,"development of machines for manufacture of medical compounds, moulding calenders, catheter tubes or infusion bags",public,services,CIPO_manual,-,300000171631700
7,0,"machines and apparatus for the plastics industry or for process engineering, in particular machines for treatment and processing of plastics, and laboratory and pilot installations for plastics treatment and processing",public,goods,CIPO_manual,-,300000171631700
7,0,"rolling mills, in particular testing rolling mills, measuring rolling mills, or rubber rolling mills",public,goods,CIPO_manual,-,300000171631700
7,0,"calenders, in particular sheeting calenders, dual-roller calenders, laminating calenders, moulding calenders for trays or polishing calenders",public,goods,CIPO_manual,-,300000171631700
7,0,"squeezers, in particular plate presses, test presses, vacuum presses or high-temperature presses",public,goods,CIPO_manual,-,300000171631700
7,0,"kneaders, extrusion presses and extrusion installations, in particular two-roll kneading machines, twin-screw extruders, test extruders, measuring extruders, rubber extruders, pelletizers, in particular strand pelletisers and die-face pelletisers, pipe extrusion installations, co-extrusion installations, cast-film installations, extrusion coating installations or blown film installations",public,goods,CIPO_manual,-,300000171631700
7,0,"testing installations, in particular installations for testing the purity of polymer melt, rheometers and installations for the optical testing of plastic products, in particular plastic foils",public,goods,CIPO_manual,-,300000171631700
7,0,machines for production of extrudates for medical purposes,public,goods,CIPO_manual,-,300000171631700
7,0,"machines for manufacturing of medical compounds, moulding calenders, catheter tubes or infusion bags",public,goods,CIPO_manual,-,300000171631700
18,0,"dog collars, dog leashes",public,goods,CIPO_manual,-,300000171633200
28,0,"baseball bats, dog toys, hockey sticks",public,goods,CIPO_manual,-,300000171633200
21,0,"cooking utensils, cutting boards",public,goods,CIPO_manual,-,300000171633200
30,0,"pizza, pizza dough, bread, pretzels, mustard, barbeque sauce, chocolate, chocolates, chocolate bars, caramel popcorn, popcorn",public,goods,CIPO_manual,-,300000171633200
35,0,"distributorship services featuring audio, visual and multimedia content of interest to children via a global computer network",public,goods,CIPO_manual,-,300000171634200
42,0,design of interactive multimedia content in the nature of children's videos and electronic books for distribution over the internet,public,services,CIPO_manual,-,300000171634200
42,0,"providing temporary use of online, non-downloadable software for creating an electronic book",public,services,CIPO_manual,-,300000171634200
42,0,"providing temporary use of online non-downloadable interactive and multimedia computer software, educational and entertainment computer software of interest to children",public,services,CIPO_manual,-,300000171634200
42,0,providing temporary use of online non-downloadable software for electronic publishing of children's books,public,services,CIPO_manual,-,300000171634200
41,0,publishing of an electronic publication via a global computer network,public,services,CIPO_manual,-,300000171634200
41,0,providing an interactive website featuring information in the field of entertainment for children,public,services,CIPO_manual,-,300000171634200
41,0,production and distribution of children's films,public,services,CIPO_manual,-,300000171634200
41,0,"entertainment services, namely, production of children's interactive multimedia content for distribution over the internet",public,services,CIPO_manual,-,300000171634200
41,0,providing online non-downloadable interactive electronic children's books,public,services,CIPO_manual,-,300000171634200
41,0,interactive on-line non-downloadable electronic children's books,public,services,CIPO_manual,-,300000171634200
41,0,providing a website featuring videos in the field of children's entertainment,public,services,CIPO_manual,-,300000171634200
3,0,"personal care products and perfumery products, namely, perfume, eau de parfum, eau de cologne, eau de toilette, body splash, body mist, body spray, body scrub, body wash, body soap, body cream, body lotion, body powder, bubble bath, shower gel, hand soap, hand cream, hand lotion",public,goods,CIPO_manual,-,300000171634700
9,0,"pre-recorded cds, video tapes, laser disks and dvds featuring music",public,goods,CIPO_manual,-,300000171638000
9,0,downloadable audio and video recordings featuring music,public,goods,CIPO_manual,-,300000171638000
